# Totaal per inning — hand-edit to match the scorecard, then re-run.
# This is the ground-truth anchor for all cross-checks/enforcement.
# One row per inning. Whitespace-separated columns:
#   inning  runs  hits  errors  lob
#   runs=BOT-RIGHT  hits=TOP-RIGHT  errors=TOP-LEFT  lob=BOT-LEFT
1	3	1	2	0
2	0	2	0	2
3	2	1	1	2
4	0	1	0	1
5	0	0	0	3
6	1	2	1	3
7	3	2	1	1
8	0	0	0	0
9	3	3	0	2
